# t  theta1(rad)  omega1(rad/s)  theta2(rad)  omega2(rad/s)  theta3(rad)  omega3(rad/s)  theta4(rad)  omega4(rad/s)  theta5(rad)  omega5(rad/s)  theta6(rad)  omega6(rad/s)
1.860000 0.435071 0.757648 0.711297 2.064396 0.507556 3.969728 -0.663991 4.859662 -2.350658 1.386372 -2.488945 -1.958565
1.870000 0.442440 0.715970 0.731618 1.999600 0.547009 3.920365 -0.615098 4.918209 -2.336444 1.456606 -2.508236 -1.899749
1.880000 0.449389 0.673659 0.751284 1.933344 0.585952 3.867718 -0.565640 4.972817 -2.321523 1.527830 -2.526945 -1.842435
1.890000 0.455911 0.630751 0.770280 1.865703 0.624353 3.811910 -0.515656 5.023306 -2.305884 1.600076 -2.545089 -1.786598
1.900000 0.462002 0.587289 0.788594 1.796747 0.662180 3.753068 -0.465188 5.069509 -2.289517 1.673375 -2.562682 -1.732210
1.910000 0.467655 0.543310 0.806211 1.726549 0.699405 3.691322 -0.414280 5.111269 -2.272413 1.747755 -2.579738 -1.679245
1.920000 0.472867 0.498856 0.823121 1.655179 0.735998 3.626806 -0.362978 5.148440 -2.254559 1.823241 -2.596272 -1.627674
1.930000 0.477631 0.453966 0.839311 1.582704 0.771932 3.559653 -0.311327 5.180890 -2.235944 1.899857 -2.612296 -1.577468
1.940000 0.481945 0.408681 0.854771 1.509192 0.807182 3.489998 -0.259376 5.208504 -2.216558 1.977622 -2.627825 -1.528597
1.950000 0.485803 0.363040 0.869492 1.434708 0.841724 3.417974 -0.207174 5.231181 -2.196388 2.056555 -2.642872 -1.481033
1.960000 0.489204 0.317085 0.883463 1.359316 0.875534 3.343717 -0.154769 5.248837 -2.175423 2.136669 -2.657450 -1.434744
1.970000 0.492144 0.270855 0.896675 1.283077 0.908591 3.267359 -0.102214 5.261407 -2.153650 2.217975 -2.671572 -1.389702
1.980000 0.494621 0.224391 0.909121 1.206053 0.940875 3.189030 -0.049558 5.268844 -2.131059 2.300477 -2.685248 -1.345874
1.990000 0.496631 0.177733 0.920794 1.128302 0.972366 3.108857 0.003146 5.271120 -2.107637 2.384178 -2.698493 -1.303232
2.000000 0.498175 0.130921 0.931685 1.049881 1.003046 3.026966 0.055847 5.268227 -2.083372 2.469076 -2.711317 -1.261745
2.010000 0.499249 0.083997 0.941789 0.970845 1.032900 2.943478 0.108493 5.260175 -2.058251 2.555160 -2.723732 -1.221383
2.020000 0.499854 0.037001 0.951100 0.891249 1.061911 2.858510 0.161033 5.246995 -2.032265 2.642418 -2.735748 -1.182116
2.030000 0.499989 -0.010027 0.959613 0.811145 1.090066 2.772176 0.213416 5.228736 -2.005399 2.730830 -2.747377 -1.143914
2.040000 0.499654 -0.057047 0.967322 0.730584 1.117350 2.684584 0.265591 5.205466 -1.977644 2.820369 -2.758630 -1.106749
2.050000 0.498849 -0.104018 0.974223 0.649616 1.143753 2.595837 0.317509 5.177269 -1.948988 2.911002 -2.769516 -1.070591
2.060000 0.497574 -0.150899 0.980313 0.568290 1.169264 2.506036 0.369121 5.144249 -1.919421 3.002689 -2.780045 -1.035411
2.070000 0.495831 -0.197649 0.985588 0.486654 1.193871 2.415273 0.420378 5.106523 -1.888931 3.095382 -2.790227 -1.001181
2.080000 0.493621 -0.244230 0.990045 0.404754 1.217566 2.323637 0.471236 5.064225 -1.857510 3.189024 -2.800072 -0.967873
2.090000 0.490947 -0.290599 0.993682 0.322636 1.240341 2.231213 0.521648 5.017502 -1.825148 3.283550 -2.809588 -0.935461
2.100000 0.487810 -0.336717 0.996497 0.240345 1.262188 2.138078 0.571572 4.966512 -1.791836 3.378885 -2.818784 -0.903915
2.110000 0.484214 -0.382543 0.998489 0.157927 1.283100 2.044306 0.620965 4.911425 -1.757568 3.474947 -2.827669 -0.873211
2.120000 0.480161 -0.428037 0.999655 0.075424 1.303072 1.949964 0.669787 4.852420 -1.722335 3.571640 -2.836251 -0.843321
2.130000 0.475654 -0.473159 0.999997 -0.007119 1.322098 1.855115 0.718001 4.789683 -1.686133 3.668862 -2.844538 -0.814221
2.140000 0.470699 -0.517868 0.999513 -0.089658 1.340173 1.759819 0.765569 4.723409 -1.648956 3.766497 -2.852538 -0.785884
2.150000 0.465298 -0.562124 0.998204 -0.172149 1.357293 1.664127 0.812458 4.653794 -1.610802 3.864419 -2.860258 -0.758287
2.160000 0.459458 -0.605887 0.996070 -0.254549 1.373454 1.568089 0.858634 4.581039 -1.571668 3.962492 -2.867706 -0.731404
2.170000 0.453182 -0.649118 0.993113 -0.336813 1.388654 1.471749 0.904069 4.505348 -1.531552 4.060568 -2.874888 -0.705211
2.180000 0.446477 -0.691776 0.989335 -0.418897 1.402888 1.375147 0.948732 4.426923 -1.490457 4.158486 -2.881812 -0.679687
2.190000 0.439349 -0.733822 0.984736 -0.500755 1.416156 1.278320 0.992599 4.345968 -1.448384 4.256076 -2.888484 -0.654806
2.200000 0.431803 -0.775217 0.979320 -0.582341 1.428454 1.181299 1.035644 4.262682 -1.405337 4.353155 -2.894910 -0.630548
2.210000 0.423847 -0.815921 0.973090 -0.663608 1.439781 1.084113 1.077845 4.177263 -1.361323 4.449530 -2.901097 -0.606889
2.220000 0.415487 -0.855895 0.966050 -0.744509 1.450136 0.986788 1.119182 4.089905 -1.316349 4.544996 -2.907050 -0.583809
2.230000 0.406732 -0.895101 0.958202 -0.824995 1.459517 0.889346 1.159637 4.000796 -1.270427 4.639340 -2.912775 -0.561286
2.240000 0.397588 -0.933501 0.949551 -0.905015 1.467923 0.791808 1.199193 3.910117 -1.223567 4.732336 -2.918278 -0.539299
2.250000 0.388064 -0.971056 0.940103 -0.984518 1.475353 0.694189 1.237835 3.818044 -1.175785 4.823751 -2.923563 -0.517828
2.260000 0.378170 -1.007730 0.929863 -1.063452 1.481806 0.596505 1.275550 3.724747 -1.127098 4.913345 -2.928636 -0.496853
2.270000 0.367913 -1.043485 0.918836 -1.141762 1.487283 0.498769 1.312326 3.630386 -1.077525 5.000869 -2.933502 -0.476355
2.280000 0.357303 -1.078285 0.907030 -1.219392 1.491781 0.400993 1.348155 3.535114 -1.027088 5.086070 -2.938165 -0.456313
2.290000 0.346350 -1.112094 0.894451 -1.296285 1.495302 0.303185 1.383026 3.439076 -0.975812 5.168690 -2.942629 -0.436710
2.300000 0.335065 -1.144877 0.881107 -1.372381 1.497845 0.205354 1.416934 3.342407 -0.923724 5.248468 -2.946900 -0.417528
2.310000 0.323456 -1.176599 0.867006 -1.447621 1.499409 0.107509 1.449873 3.245234 -0.870853 5.325142 -2.950981 -0.398747
2.320000 0.311536 -1.207227 0.852157 -1.521942 1.499995 0.009656 1.481837 3.147677 -0.817233 5.398450 -2.954876 -0.380350
2.330000 0.299316 -1.236728 0.836570 -1.595280 1.499603 -0.088197 1.512825 3.049845 -0.762896 5.468136 -2.958589 -0.362320
2.340000 0.286806 -1.265069 0.820255 -1.667569 1.498231 -0.186045 1.542834 2.951839 -0.707883 5.533945 -2.962124 -0.344639
2.350000 0.274018 -1.292221 0.803223 -1.738742 1.495882 -0.283878 1.571862 2.853751 -0.652231 5.595629 -2.965483 -0.327291
2.360000 0.260965 -1.318152 0.785484 -1.808731 1.492554 -0.381692 1.599909 2.755666 -0.595985 5.652953 -2.968671 -0.310259
2.370000 0.247659 -1.342833 0.767052 -1.877465 1.488248 -0.479475 1.626975 2.657658 -0.539188 5.705688 -2.971689 -0.293527
2.380000 0.234113 -1.366238 0.747939 -1.944873 1.482964 -0.577220 1.653062 2.559797 -0.481887 5.753621 -2.974542 -0.277079
2.390000 0.220339 -1.388339 0.728160 -2.010882 1.476704 -0.674915 1.678172 2.462141 -0.424132 5.796554 -2.977232 -0.260899
2.400000 0.206351 -1.409111 0.707727 -2.075419 1.469466 -0.772548 1.702306 2.364743 -0.365973 5.834306 -2.979761 -0.244971
2.410000 0.192161 -1.428531 0.686656 -2.138408 1.461253 -0.870103 1.725468 2.267649 -0.307464 5.866715 -2.982132 -0.229281
2.420000 0.177785 -1.446575 0.664964 -2.199775 1.452065 -0.967566 1.747660 2.170897 -0.248657 5.893641 -2.984347 -0.213813
2.430000 0.163234 -1.463222 0.642666 -2.259444 1.441902 -1.064915 1.768887 2.074519 -0.189609 5.914965 -2.986409 -0.198552
2.440000 0.148525 -1.478453 0.619781 -2.317339 1.430767 -1.162130 1.789152 1.978541 -0.130377 5.930592 -2.988319 -0.183483
2.450000 0.133670 -1.492250 0.596326 -2.373383 1.418660 -1.259186 1.808459 1.882984 -0.071017 5.940453 -2.990079 -0.168592
2.460000 0.118685 -1.504596 0.572320 -2.427501 1.405584 -1.356054 1.826813 1.787860 -0.011587 5.944503 -2.991692 -0.153865
2.470000 0.103583 -1.515476 0.547783 -2.479617 1.391540 -1.452703 1.844218 1.693181 0.047854 5.942725 -2.993157 -0.139287
2.480000 0.088380 -1.524878 0.522734 -2.529656 1.376530 -1.549098 1.860678 1.598949 0.107248 5.935125 -2.994478 -0.124844
2.490000 0.073091 -1.532790 0.497197 -2.577546 1.360559 -1.645199 1.876198 1.505166 0.166537 5.921739 -2.995654 -0.110522
2.500000 0.057729 -1.539203 0.471191 -2.623213 1.343628 -1.740963 1.890783 1.411826 0.225664 5.902626 -2.996689 -0.096308
2.510000 0.042311 -1.544108 0.444740 -2.666587 1.325741 -1.836342 1.904436 1.318922 0.284571 5.877871 -2.997581 -0.082187
2.520000 0.026852 -1.547500 0.417867 -2.707600 1.306902 -1.931283 1.917163 1.226441 0.343203 5.847584 -2.998333 -0.068146
2.530000 0.011367 -1.549375 0.390596 -2.746186 1.287117 -2.025730 1.928967 1.134368 0.401504 5.811896 -2.998944 -0.054171
2.540000 -0.004130 -1.549730 0.362952 -2.782280 1.266389 -2.119620 1.939852 1.042685 0.459423 5.770963 -2.999416 -0.040248
2.550000 -0.019623 -1.548565 0.334959 -2.815824 1.244726 -2.212886 1.949821 0.951371 0.516907 5.724956 -2.999749 -0.026365
2.560000 -0.035096 -1.545881 0.306644 -2.846759 1.222134 -2.305457 1.958880 0.860402 0.573906 5.674069 -2.999943 -0.012507
2.570000 -0.050536 -1.541682 0.278033 -2.875032 1.198620 -2.397254 1.967031 0.769752 0.630373 5.618508 -2.999999 0.001338
2.580000 -0.065925 -1.535972 0.249152 -2.900593 1.174192 -2.488196 1.974276 0.679394 0.686261 5.558495 -2.999917 0.015185
2.590000 -0.081250 -1.528759 0.220030 -2.923397 1.148859 -2.578195 1.980619 0.589297 0.741528 5.494266 -2.999696 0.029047
2.600000 -0.096495 -1.520052 0.190694 -2.943402 1.122631 -2.667157 1.986063 0.499430 0.796133 5.426061 -2.999336 0.042936
2.610000 -0.111646 -1.509860 0.161171 -2.960573 1.095520 -2.754985 1.990609 0.409761 0.850037 5.354135 -2.998837 0.056868
2.620000 -0.126688 -1.498196 0.131492 -2.974878 1.067536 -2.841576 1.994259 0.320255 0.903204 5.278742 -2.998198 0.070855
2.630000 -0.141605 -1.485075 0.101683 -2.986290 1.038693 -2.926823 1.997014 0.230879 0.955601 5.200143 -2.997419 0.084910
2.640000 -0.156384 -1.470512 0.071776 -2.994787 1.009004 -3.010612 1.998876 0.141596 1.007197 5.118600 -2.996500 0.099048
2.650000 -0.171011 -1.454524 0.041797 -3.000355 0.978486 -3.092827 1.999846 0.052371 1.057964 5.034375 -2.995438 0.113282
2.660000 -0.185470 -1.437129 0.011778 -3.002983 0.947153 -3.173349 1.999924 -0.036832 1.107877 4.947726 -2.994234 0.127626
2.670000 -0.199749 -1.418350 -0.018252 -3.002666 0.915025 -3.252052 1.999110 -0.126051 1.156912 4.858909 -2.992885 0.142094
2.680000 -0.213833 -1.398206 -0.048265 -2.999403 0.882119 -3.328810 1.997403 -0.215321 1.205049 4.768174 -2.991391 0.156700
2.690000 -0.227708 -1.376723 -0.078231 -2.993203 0.848455 -3.403492 1.994803 -0.304679 1.252270 4.675766 -2.989751 0.171458
2.700000 -0.241363 -1.353923 -0.108119 -2.984075 0.814056 -3.475966 1.991309 -0.394159 1.298559 4.581921 -2.987962 0.186382
2.710000 -0.254782 -1.329835 -0.137902 -2.972037 0.778944 -3.546100 1.986919 -0.483797 1.343904 4.486866 -2.986022 0.201486
2.720000 -0.267955 -1.304484 -0.167551 -2.957113 0.743143 -3.613758 1.981632 -0.573627 1.388293 4.390820 -2.983931 0.216787
2.730000 -0.280868 -1.277898 -0.197035 -2.939328 0.706677 -3.678805 1.975446 -0.663682 1.431718 4.293992 -2.981686 0.232297
2.740000 -0.293509 -1.250109 -0.226328 -2.918716 0.669576 -3.741108 1.968358 -0.753992 1.474171 4.196579 -2.979285 0.248032
2.750000 -0.305866 -1.221146 -0.255400 -2.895314 0.631865 -3.800533 1.960365 -0.844589 1.515648 4.098768 -2.976725 0.264007
2.760000 -0.317928 -1.191040 -0.284225 -2.869164 0.593575 -3.856950 1.951465 -0.935501 1.556146 4.000734 -2.974004 0.280238
2.770000 -0.329683 -1.159825 -0.312774 -2.840313 0.554736 -3.910231 1.941654 -1.026753 1.595663 3.902642 -2.971119 0.296739
2.780000 -0.341121 -1.127533 -0.341022 -2.808811 0.515381 -3.960252 1.930929 -1.118370 1.634199 3.804644 -2.968068 0.313528
2.790000 -0.352231 -1.094199 -0.368942 -2.774712 0.475543 -4.006893 1.919285 -1.210374 1.671756 3.706881 -2.964847 0.330620
2.800000 -0.363002 -1.059857 -0.396508 -2.738075 0.435255 -4.050039 1.906720 -1.302782 1.708338 3.609484 -2.961454 0.348031
2.810000 -0.373424 -1.024544 -0.423695 -2.698961 0.394554 -4.089584 1.893228 -1.395612 1.743948 3.512572 -2.957886 0.365778
2.820000 -0.383489 -0.988294 -0.450479 -2.657433 0.353476 -4.125425 1.878806 -1.488875 1.778591 3.416252 -2.954138 0.383877
2.830000 -0.393187 -0.951146 -0.476836 -2.613558 0.312058 -4.157471 1.863449 -1.582581 1.812275 3.320623 -2.950207 0.402347
2.840000 -0.402509 -0.913136 -0.502743 -2.567406 0.270339 -4.185636 1.847153 -1.676734 1.845006 3.225773 -2.946089 0.421204
2.850000 -0.411447 -0.874301 -0.528177 -2.519047 0.228358 -4.209844 1.829913 -1.771336 1.876793 3.131778 -2.941781 0.440467
2.860000 -0.419993 -0.834681 -0.553117 -2.468554 0.186156 -4.230031 1.811725 -1.866382 1.907645 3.038708 -2.937279 0.460153
2.870000 -0.428138 -0.794313 -0.577541 -2.416000 0.143771 -4.246141 1.792584 -1.961865 1.937571 2.946623 -2.932577 0.480281
2.880000 -0.435877 -0.753236 -0.601430 -2.361460 0.101247 -4.258129 1.772486 -2.057771 1.966581 2.855573 -2.927671 0.500870
2.890000 -0.443201 -0.711489 -0.624764 -2.305011 0.058623 -4.265962 1.751427 -2.154081 1.994686 2.765603 -2.922558 0.521940
2.900000 -0.450104 -0.669112 -0.647524 -2.246727 0.015941 -4.269619 1.729403 -2.250770 2.021897 2.676748 -2.917231 0.543509
2.910000 -0.456581 -0.626144 -0.669693 -2.186686 -0.026756 -4.269088 1.706411 -2.347807 2.048224 2.589038 -2.911686 0.565598
2.920000 -0.462625 -0.582624 -0.691252 -2.124962 -0.069427 -4.264372 1.682446 -2.445155 2.073681 2.502494 -2.905917 0.588227
2.930000 -0.468232 -0.538593 -0.712186 -2.061633 -0.112029 -4.255484 1.657507 -2.542770 2.098278 2.417133 -2.899920 0.611417
2.940000 -0.473396 -0.494091 -0.732480 -1.996773 -0.154522 -4.242448 1.631590 -2.640600 2.122028 2.332965 -2.893687 0.635190
2.950000 -0.478112 -0.449157 -0.752117 -1.930456 -0.196865 -4.225301 1.604694 -2.738586 2.144942 2.249995 -2.887214 0.659567
2.960000 -0.482378 -0.403832 -0.771084 -1.862756 -0.239015 -4.204090 1.576818 -2.836663 2.167032 2.168223 -2.880494 0.684570
2.970000 -0.486188 -0.358156 -0.789368 -1.793745 -0.280933 -4.178873 1.547961 -2.934757 2.188310 2.087646 -2.873520 0.710222
2.980000 -0.489540 -0.312169 -0.806955 -1.723495 -0.322579 -4.149717 1.518123 -3.032783 2.208789 2.008254 -2.866287 0.736546
2.990000 -0.492430 -0.265912 -0.823834 -1.652076 -0.363914 -4.116702 1.487306 -3.130653 2.228479 1.930035 -2.858787 0.763566
3.000000 -0.494857 -0.219425 -0.839993 -1.579555 -0.404901 -4.079913 1.455511 -3.228265 2.247393 1.852973 -2.851013 0.791304
3.010000 -0.496818 -0.172749 -0.855421 -1.506000 -0.445500 -4.039447 1.422741 -3.325513 2.265542 1.777049 -2.842958 0.819786
3.020000 -0.498312 -0.125924 -0.870110 -1.431475 -0.485678 -3.995404 1.389002 -3.422278 2.282938 1.702241 -2.834615 0.849038
3.030000 -0.499336 -0.078990 -0.884048 -1.356045 -0.525397 -3.947896 1.354298 -3.518436 2.299591 1.628524 -2.825975 0.879083
3.040000 -0.499891 -0.031988 -0.897228 -1.279772 -0.564624 -3.897038 1.318636 -3.613852 2.315512 1.555871 -2.817030 0.909947
3.050000 -0.499976 0.015041 -0.909641 -1.202715 -0.603327 -3.842951 1.282024 -3.708382 2.330712 1.484252 -2.807773 0.941658
3.060000 -0.499590 0.062057 -0.921280 -1.124934 -0.641473 -3.785760 1.244472 -3.801876 2.345200 1.413636 -2.798194 0.974242
3.070000 -0.498735 0.109020 -0.932137 -1.046485 -0.679032 -3.725593 1.205990 -3.894174 2.358988 1.343989 -2.788285 1.007726
3.080000 -0.497410 0.155889 -0.942207 -0.967424 -0.715975 -3.662583 1.166593 -3.985108 2.372083 1.275278 -2.778037 1.042137
3.090000 -0.495618 0.202624 -0.951484 -0.887805 -0.752275 -3.596861 1.126293 -4.074504 2.384496 1.207464 -2.767439 1.077504
3.100000 -0.493358 0.249184 -0.959962 -0.807680 -0.787904 -3.528564 1.085108 -4.162181 2.396235 1.140512 -2.756483 1.113855
3.110000 -0.490635 0.295528 -0.967636 -0.727101 -0.822838 -3.457825 1.043056 -4.247951 2.407309 1.074382 -2.745159 1.151218
3.120000 -0.487449 0.341617 -0.974502 -0.646116 -0.857053 -3.384778 1.000156 -4.331622 2.417726 1.009034 -2.733456 1.189623
3.130000 -0.483803 0.387409 -0.980557 -0.564776 -0.890526 -3.309558 0.956431 -4.412998 2.427492 0.944427 -2.721363 1.229100
3.140000 -0.479702 0.432866 -0.985797 -0.483128 -0.923237 -3.232295 0.911905 -4.491878 2.436616 0.880521 -2.708870 1.269677
3.150000 -0.475147 0.477945 -0.990219 -0.401217 -0.955166 -3.153120 0.866603 -4.568060 2.445105 0.817272 -2.695966 1.311385
3.160000 -0.470144 0.522608 -0.993820 -0.319091 -0.986294 -3.072157 0.820553 -4.641341 2.452964 0.754639 -2.682638 1.354254
3.170000 -0.464697 0.566813 -0.996600 -0.236794 -1.016603 -2.989532 0.773786 -4.711517 2.460200 0.692577 -2.668877 1.398314
3.180000 -0.458810 0.610522 -0.998556 -0.154371 -1.046079 -2.905363 0.726334 -4.778388 2.466817 0.631043 -2.654668 1.443595
3.190000 -0.452488 0.653693 -0.999687 -0.071865 -1.074706 -2.819765 0.678230 -4.841755 2.472822 0.569992 -2.640000 1.490128
3.200000 -0.445738 0.696288 -0.999993 0.010678 -1.102470 -2.732851 0.629511 -4.901423 2.478218 0.509379 -2.624861 1.537942
3.210000 -0.438564 0.738267 -0.999474 0.093216 -1.129359 -2.644726 0.580215 -4.957206 2.483011 0.449161 -2.609237 1.587069
3.220000 -0.430974 0.779589 -0.998129 0.175704 -1.155361 -2.555492 0.530381 -5.008922 2.487203 0.389291 -2.593115 1.637536
3.230000 -0.422975 0.820217 -0.995960 0.258099 -1.180465 -2.465246 0.480050 -5.056400 2.490798 0.329723 -2.576482 1.689375
3.240000 -0.414573 0.860112 -0.992967 0.340357 -1.204663 -2.374079 0.429267 -5.099480 2.493798 0.270414 -2.559323 1.742613
3.250000 -0.405775 0.899234 -0.989153 0.422431 -1.227944 -2.282078 0.378076 -5.138012 2.496207 0.211315 -2.541625 1.797279
3.260000 -0.396591 0.937545 -0.984520 0.504278 -1.250302 -2.189324 0.326523 -5.171861 2.498025 0.152383 -2.523373 1.853399
3.270000 -0.387027 0.975008 -0.979069 0.585852 -1.271728 -2.095893 0.274655 -5.200906 2.499255 0.093570 -2.504552 1.911002
3.280000 -0.377093 1.011586 -0.972804 0.667104 -1.292218 -2.001856 0.222521 -5.225041 2.499897 0.034830 -2.485148 1.970111
3.290000 -0.366798 1.047241 -0.965728 0.747989 -1.311764 -1.907278 0.170171 -5.244178 2.499951 -0.023882 -2.465145 2.030751
3.300000 -0.356152 1.081937 -0.957845 0.828455 -1.330362 -1.812221 0.117654 -5.258247 2.499419 -0.082613 -2.444527 2.092945
3.310000 -0.345163 1.115638 -0.949160 0.908454 -1.348007 -1.716740 0.065023 -5.267195 2.498299 -0.141409 -2.423281 2.156713
3.320000 -0.333842 1.148310 -0.939678 0.987934 -1.364695 -1.620887 0.012327 -5.270988 2.496590 -0.200316 -2.401388 2.222073
3.330000 -0.322200 1.179917 -0.929403 1.066842 -1.380423 -1.524707 -0.040380 -5.269612 2.494292 -0.259380 -2.378834 2.289043
3.340000 -0.310248 1.210426 -0.918343 1.145123 -1.395188 -1.428245 -0.093048 -5.263072 2.491402 -0.318647 -2.355602 2.357635
3.350000 -0.297996 1.239805 -0.906503 1.222723 -1.408987 -1.331537 -0.145624 -5.251393 2.487918 -0.378163 -2.331676 2.427862
3.360000 -0.285456 1.268021 -0.893891 1.299583 -1.421818 -1.234618 -0.198058 -5.234619 2.483838 -0.437973 -2.307039 2.499731
3.370000 -0.272639 1.295044 -0.880514 1.375644 -1.433679 -1.137520 -0.250300 -5.212812 2.479158 -0.498123 -2.281675 2.573247
3.380000 -0.259559 1.320843 -0.866381 1.450845 -1.444568 -1.040268 -0.302298 -5.186051 2.473874 -0.558658 -2.255569 2.648409
3.390000 -0.246227 1.345390 -0.851500 1.525125 -1.454484 -0.942888 -0.354005 -5.154435 2.467983 -0.619624 -2.228702 2.725214
3.400000 -0.232655 1.368657 -0.835882 1.598419 -1.463426 -0.845401 -0.405371 -5.118078 2.461480 -0.681065 -2.201059 2.803653
3.410000 -0.218858 1.390617 -0.819536 1.670661 -1.471392 -0.747824 -0.456351 -5.077107 2.454360 -0.743025 -2.172623 2.883713
3.420000 -0.204847 1.411246 -0.802472 1.741785 -1.478382 -0.650174 -0.506898 -5.031667 2.446618 -0.805549 -2.143379 2.965374
3.430000 -0.190637 1.430520 -0.784704 1.811721 -1.484395 -0.552465 -0.556970 -4.981912 2.438247 -0.868680 -2.113311 3.048610
3.440000 -0.176241 1.448416 -0.766242 1.880399 -1.489431 -0.454710 -0.606523 -4.928010 2.429242 -0.932460 -2.082402 3.133390
3.450000 -0.161674 1.464913 -0.747100 1.947749 -1.493489 -0.356918 -0.655517 -4.870136 2.419596 -0.996933 -2.050638 3.219675
3.460000 -0.146948 1.479992 -0.727292 2.013696 -1.496569 -0.259099 -0.703913 -4.808475 2.409301 -1.062139 -2.018003 3.307416
3.470000 -0.132079 1.493635 -0.706831 2.078167 -1.498671 -0.161261 -0.751674 -4.743219 2.398350 -1.128121 -1.984485 3.396560
3.480000 -0.117080 1.505826 -0.685734 2.141088 -1.499795 -0.063411 -0.798766 -4.674564 2.386736 -1.194917 -1.950068 3.487043
3.490000 -0.101967 1.516549 -0.664015 2.202384 -1.499939 0.034443 -0.845155 -4.602710 2.374449 -1.262567 -1.914740 3.578791
3.500000 -0.086754 1.525793 -0.641692 2.261978 -1.499106 0.132294 -0.890810 -4.527859 2.361481 -1.331108 -1.878488 3.671723
3.510000 -0.071456 1.533546 -0.618781 2.319794 -1.497294 0.230137 -0.935703 -4.450216 2.347824 -1.400578 -1.841302 3.765744
3.520000 -0.056088 1.539798 -0.595302 2.375757 -1.494503 0.327962 -0.979806 -4.369983 2.333467 -1.471010 -1.803170 3.860752
3.530000 -0.040665 1.544542 -0.571273 2.429790 -1.490734 0.425763 -1.023094 -4.287360 2.318400 -1.542440 -1.764084 3.956630
3.540000 -0.025202 1.547772 -0.546713 2.481818 -1.485988 0.523530 -1.065546 -4.202548 2.302614 -1.614898 -1.724035 4.053254
3.550000 -0.009715 1.549485 -0.521643 2.531766 -1.480264 0.621254 -1.107139 -4.115739 2.286099 -1.688415 -1.683017 4.150483
3.560000 0.005782 1.549678 -0.496085 2.579561 -1.473563 0.718923 -1.147854 -4.027124 2.268843 -1.763017 -1.641024 4.248167
3.570000 0.021274 1.548351 -0.470059 2.625131 -1.465886 0.816523 -1.187676 -3.936887 2.250835 -1.838731 -1.598052 4.346143
3.580000 0.036744 1.545505 -0.443590 2.668405 -1.457233 0.914039 -1.226587 -3.845206 2.232064 -1.915579 -1.554100 4.444234
3.590000 0.052179 1.541145 -0.416699 2.709314 -1.447605 1.011453 -1.264576 -3.752252 2.212519 -1.993581 -1.509168 4.542250
3.600000 0.067562 1.535275 -0.389412 2.747794 -1.437004 1.108744 -1.301629 -3.658187 2.192189 -2.072753 -1.463256 4.639992
3.610000 0.082879 1.527902 -0.361752 2.783780 -1.425431 1.205891 -1.337736 -3.563167 2.171060 -2.153109 -1.416370 4.737244
3.620000 0.098115 1.519036 -0.333744 2.817212 -1.412887 1.302866 -1.372889 -3.467339 2.149122 -2.234657 -1.368514 4.833780
3.630000 0.113255 1.508686 -0.305416 2.848033 -1.399374 1.399639 -1.407081 -3.370841 2.126363 -2.317404 -1.319697 4.929362
